RECID=R2017103970000003	阿SIR	āSIR
RECID=R2017103970004131	街景	jiējǐnɡ
RECID=R2017103970004132	街区	jiēqū
RECID=R2017103970004133	街舞	jiēwǔ
RECID=R2017103970004134	街心	jiēxīn
RECID=R2017103970004135	节材	jiécái
RECID=R2017103970004136	节能	jiénénɡ
RECID=R2017103970004137	节能灯	jiénénɡdēnɡ
RECID=R2017103970004138	节旗	jiéqí
RECID=R2017103970004139	节庆	jiéqìnɡ
RECID=R2017103970004140	节食	jiéshí
RECID=R2017103970004141	节资	jiézī
RECID=R2017103970004142	劫案	jié’àn
RECID=R2017103970004143	洁净空调	jiéjìnɡkōnɡtiáo
RECID=R2017103970004144	洁净燃料	jiéjìnɡránliào
RECID=R2017103970004145	洁具	jiéjù
RECID=R2017103970004146	结点	jiédiǎn
RECID=R2017103970004147	结汇	jiéhuì
RECID=R2017103970004148	截屏	jiépínɡ
RECID=R2017103970004149	姐妹城市	jiěmèichénɡshì
RECID=R2017103970004150	解冻	jiědònɡ
RECID=R2017103970004151	解读	jiědú
RECID=R2017103970004152	解构	jiěɡòu
RECID=R2017103970004153	解构派	jiěɡòupài
RECID=R2017103970004154	解构主义	jiěɡòuzhǔyì
RECID=R2017103970004155	解禁	jiějìn
RECID=R2017103970004156	解抗奶	jiěkànɡnǎi
RECID=R2017103970004157	解困	jiěkùn
RECID=R2017103970004158	解套	jiětào
RECID=R2017103970004159	解限	jiěxiàn
RECID=R2017103970004160	解严	jiěyán
RECID=R2017103970004161	解译	jiěyì
RECID=R2017103970004162	介入疗法	jièrùliáofǎ
RECID=R2017103970004163	戒毒	jièdú
RECID=R2017103970004164	戒驾	jièjià
RECID=R2017103970004165	戒网	jièwǎnɡ
RECID=R2017103970004166	戒网瘾	jièwǎnɡyǐn
RECID=R2017103970004167	届临	jièlín
RECID=R2017103970004168	界标	jièbiāo
RECID=R2017103970004169	界别	jièbié
RECID=R2017103970004170	界面	jièmiàn
RECID=R2017103970004171	借船出海	jièchuán-chūhǎi
RECID=R2017103970004172	借读	jièdú
RECID=R2017103970004173	借鸡生蛋	jièjī-shēnɡdàn
RECID=R2017103970004174	借鸡下蛋	jièjī-xiàdàn
RECID=R2017103970004175	借记卡	jièjìkǎ
RECID=R2017103970004176	借考	jièkǎo
RECID=R2017103970004177	借壳上市	jièké-shànɡshì
RECID=R2017103970004178	借脑	jiènǎo
RECID=R2017103970004179	借聘	jièpìn
RECID=R2017103970004181	金榜	jīnbǎnɡ
RECID=R2017103970004182	金边债券	jīnbiānzhàiquàn
RECID=R2017103970004183	金唱片	jīnchànɡpiàn
RECID=R2017103970004184	金抵利	jīndǐlì
RECID=R2017103970004185	金点子	jīndiǎnzi
RECID=R2017103970004186	金饭碗	jīnfànwǎn
RECID=R2017103970004187	金刚钻婚	jīnɡānɡzuànhūn
RECID=R2017103970004188	金龟婿	jīnɡuīxù
RECID=R2017103970004189	金贵	jīnɡuì
RECID=R2017103970004190	金婚	jīnhūn
RECID=R2017103970004191	金交所	Jīnjiāosuǒ
RECID=R2017103970004192	金卡	jīnkǎ
RECID=R2017103970004193	金卡工程	jīnkǎɡōnɡchénɡ
RECID=R2017103970004194	金立方	Jīnlìfānɡ
RECID=R2017103970004195	金领	jīnlǐnɡ
RECID=R2017103970004196	金贸	jīnmào
RECID=R2017103970004197	金农	jīnnónɡ
RECID=R2017103970004198	金牌	jīnpái
RECID=R2017103970004199	金牌学历	jīnpáixuélì
RECID=R2017103970004200	金桥工程	JīnqiáoGōnɡchénɡ
RECID=R2017103970004201	金桥计划	JīnqiáoJìhuà
RECID=R2017103970004202	金球	jīnqiú
RECID=R2017103970004203	金球制	jīnqiúzhì
RECID=R2017103970004204	金曲	jīnqǔ
RECID=R2017103970004205	金日	jīnrì
RECID=R2017103970004206	金融大鳄	jīnrónɡdà’è
RECID=R2017103970004207	金融救市	jīnrónɡjiùshì
RECID=R2017103970004208	金融危机	jīnrónɡwēijī
RECID=R2017103970004209	金融鸦片	jīnrónɡyāpiàn
RECID=R2017103970004210	金三角	jīnsānjiǎo
RECID=R2017103970004211	金扫帚	jīnsàozhou
RECID=R2017103970004212	金哨	jīnshào
RECID=R2017103970004213	金饰	jīnshì
RECID=R2017103970004214	金属烤瓷冠	jīnshǔkǎocíɡuān
RECID=R2017103970004215	金丝鸟	jīnsīniǎo
RECID=R2017103970004216	紧逼	jǐnbī
RECID=R2017103970004217	锦绘	jǐnhuì
RECID=R2017103970004218	谨慎客户	jǐnshènkèhù
RECID=R2017103970004219	进宫	jìnɡōnɡ
RECID=R2017103970004220	近程导弹	jìnchénɡdǎodàn
RECID=R2017103970004221	近月点	jìnyuèdiǎn
RECID=R2017103970004222	晋级赛	jìnjísài
RECID=R2017103970004223	晋星	jìnxīnɡ
RECID=R2017103970004224	晋职	jìnzhí
RECID=R2017103970004225	浸沐	jìnmù
RECID=R2017103970004226	禁毒	jìndú
RECID=R2017103970004227	禁飞区	jìnfēiqū
RECID=R2017103970004228	禁高令	jìnɡāolìnɡ
RECID=R2017103970004229	禁会区	jìnhuìqū
RECID=R2017103970004230	禁胶令	jìnjiāolìnɡ
RECID=R2017103970004231	禁鸣	jìnmínɡ
RECID=R2017103970004232	禁牧	jìnmù
RECID=R2017103970004233	禁赔令	jìnpéilìnɡ
RECID=R2017103970004234	禁片	jìnpiàn
RECID=R2017103970004235	禁乞	jìnqǐ
RECID=R2017103970004236	禁试	jìnshì
RECID=R2017103970004237	禁讨	jìntǎo
RECID=R2017103970004238	禁网门	jìnwǎnɡmén
RECID=R2017103970004239	禁香令	jìnxiānɡlìnɡ
RECID=R2017103970004240	禁药	jìnyào
RECID=R2017103970004241	禁娱令	jìnyúlìnɡ
RECID=R2017103970004242	禁渔	jìnyú
RECID=R2017103970004243	禁怨令	jìnyuànlìnɡ
RECID=R2017103970004244	禁运	jìnyùn
RECID=R2017103970004245	禁租令	jìnzūlìnɡ
RECID=R2017103970004247	京都议定书	JīnɡdūYìdìnɡshū
RECID=R2017103970004248	京港合作	Jīnɡ-Gǎnɡhézuò
RECID=R2017103970004249	京骂	jīnɡmà
RECID=R2017103970004250	京漂族	jīnɡpiāozú
RECID=R2017103970004251	京绣	jīnɡxiù
RECID=R2017103970004252	经办	jīnɡbàn
RECID=R2017103970004253	经打办	jīnɡdǎbàn
RECID=R2017103970004254	经合组织	JīnɡhéZǔzhī
RECID=R2017103970004255	经济餐	jīnɡjìcān
RECID=R2017103970004256	经济带	jīnɡjìdài
RECID=R2017103970004257	经济黄页	jīnɡjìhuánɡyè
RECID=R2017103970004258	经济圈	jīnɡjìquān
RECID=R2017103970004259	经济全球化	jīnɡjìquánqiúhuà
RECID=R2017103970004260	经济人	jīnɡjìrén
RECID=R2017103970004261	经济弱势男	jīnɡjìruòshìnán
RECID=R2017103970004262	经济适用房	jīnɡjìshìyònɡfánɡ
RECID=R2017103970004263	经济适用男	jīnɡjìshìyònɡnán
RECID=R2017103970004264	经济适用型男	jīnɡjìshìyònɡ-xínɡnán
RECID=R2017103970004265	经济特区	jīnɡjìtèqū
RECID=R2017103970004266	经济体	jīnɡjìtǐ
RECID=R2017103970004267	经济铁幕	jīnɡjìtiěmù
RECID=R2017103970004268	经建	jīnɡjiàn
RECID=R2017103970004269	经警	jīnɡjǐnɡ
RECID=R2017103970004270	经联	jīnɡlián
RECID=R2017103970004271	经适男	jīnɡshìnán
RECID=R2017103970004272	经销商	jīnɡxiāoshānɡ
RECID=R2017103970004273	经援	jīnɡyuán
RECID=R2017103970004274	经转商	jīnɡzhuǎnshānɡ
RECID=R2017103970004275	经转限	jīnɡzhuǎnxiàn
RECID=R2017103970004276	惊爆	jīnɡbào
RECID=R2017103970004277	惊悚	jīnɡsǒnɡ
RECID=R2017103970004278	惊悚片	jīnɡsǒnɡpiàn
RECID=R2017103970004279	惊险片	jīnɡxiǎnpiàn
RECID=R2017103970004280	惊现	jīnɡxiàn
RECID=R2017103970004281	惊羡	jīnɡxiàn
RECID=R2017103970004282	惊艳	jīnɡyàn
RECID=R2017103970004283	精彩回放	jīnɡcǎihuífànɡ
RECID=R2017103970004284	精纯	jīnɡchún
RECID=R2017103970004285	精减	jīnɡjiǎn
RECID=R2017103970004286	精警	jīnɡjǐnɡ
RECID=R2017103970004287	精品	jīnɡpǐn
RECID=R2017103970004288	精品屋	jīnɡpǐnwū
RECID=R2017103970004289	精确打击	jīnɡquèdǎjī
RECID=R2017103970004290	精确农业	jīnɡquènónɡyè
RECID=R2017103970004291	精确制导武器	jīnɡquèzhìdǎowǔqì
RECID=R2017103970004292	精神暴力	jīnɡshénbàolì
RECID=R2017103970004293	精神毒品	jīnɡshéndúpǐn
RECID=R2017103970004294	精神扶贫	jīnɡshénfúpín
RECID=R2017103970004295	精神海洛因	jīnɡshénhǎiluòyīn
RECID=R2017103970004296	精神贿赂	jīnɡshénhuìlù
RECID=R2017103970004297	精神家园	jīnɡshénjiāyuán
RECID=R2017103970004298	精神快餐	jīnɡshénkuàicān
RECID=R2017103970004299	精神垃圾	jīnɡshénlājī
RECID=R2017103970004300	精神年货	jīnɡshénniánhuò
RECID=R2017103970004301	精神陪护	jīnɡshénpéihù
RECID=R2017103970004302	精神赔偿	jīnɡshénpéichánɡ
RECID=R2017103970004303	精神损失	jīnɡshénsǔnshī
RECID=R2017103970004304	精神体	jīnɡshéntǐ
RECID=R2017103970004305	精神卫生	jīnɡshénwèishēnɡ
RECID=R2017103970004306	精神文明	jīnɡshénwénmínɡ
RECID=R2017103970004307	精神消费	jīnɡshénxiāofèi
RECID=R2017103970004308	精神行贿	jīnɡshénxínɡhuì
RECID=R2017103970004309	精算	jīnɡsuàn
RECID=R2017103970004310	精英赛	jīnɡyīnɡsài
RECID=R2017103970004311	精油	jīnɡyóu
RECID=R2017103970004312	精准	jīnɡzhǔn
RECID=R2017103970004313	精准农业	jīnɡzhǔnnónɡyè
RECID=R2017103970004314	精子库	jīnɡzǐkù
RECID=R2017103970004315	井喷	jǐnɡpēn
RECID=R2017103970004316	景霸	jǐnɡbà
RECID=R2017103970004317	景点	jǐnɡdiǎn
RECID=R2017103970004318	景观	jǐnɡɡuān
RECID=R2017103970004319	景区	jǐnɡqū
RECID=R2017103970004320	警的	jǐnɡdī
RECID=R2017103970004321	警哥	jǐnɡɡē
RECID=R2017103970004322	警花	jǐnɡhuā
RECID=R2017103970004323	警籍	jǐnɡjí
RECID=R2017103970004324	警嫂	jǐnɡsǎo
RECID=R2017103970004325	警鼠	jǐnɡshǔ
RECID=R2017103970004326	警坛	jǐnɡtán
RECID=R2017103970004327	警威	jǐnɡwēi
RECID=R2017103970004328	警衔	jǐnɡxián
RECID=R2017103970004329	劲爆	jìnɡbào
RECID=R2017103970004330	劲歌	jìnɡɡē
RECID=R2017103970004331	劲减	jìnɡjiǎn
RECID=R2017103970004332	劲健	jìnɡjiàn
RECID=R2017103970004333	劲曲	jìnɡqǔ
RECID=R2017103970004334	劲射	jìnɡshè
RECID=R2017103970004335	劲升	jìnɡshēnɡ
RECID=R2017103970004336	劲势	jìnɡshì
RECID=R2017103970004337	劲挺	jìnɡtǐnɡ
RECID=R2017103970004338	劲舞	jìnɡwǔ
RECID=R2017103970004339	劲销	jìnɡxiāo
RECID=R2017103970004340	净菜	jìnɡcài
RECID=R2017103970004341	净化	jìnɡhuà
RECID=R2017103970004342	净化器	jìnɡhuàqì
RECID=R2017103970004343	净壳	jìnɡké
RECID=R2017103970004344	净绿	jìnɡlǜ
RECID=R2017103970004345	净桑	jìnɡsānɡ
RECID=R2017103970004346	净水	jìnɡshuǐ
RECID=R2017103970004347	净水器	jìnɡshuǐqì
RECID=R2017103970004348	净资产	jìnɡzīchǎn
RECID=R2017103970004349	竞彩	jìnɡcǎi
RECID=R2017103970004350	竞唱	jìnɡchànɡ
RECID=R2017103970004351	竞斗	jìnɡdòu
RECID=R2017103970004352	竞岗	jìnɡɡǎnɡ
RECID=R2017103970004353	竞购	jìnɡɡòu
RECID=R2017103970004354	竞价	jìnɡjià
RECID=R2017103970004355	竞利	jìnɡlì
RECID=R2017103970004356	竞买	jìnɡmǎi
RECID=R2017103970004357	竞卖	jìnɡmài
RECID=R2017103970004358	竞拍	jìnɡpāi
RECID=R2017103970004359	竞聘	jìnɡpìn
RECID=R2017103970004360	竞试	jìnɡshì
RECID=R2017103970004361	竞速	jìnɡsù
RECID=R2017103970004362	竞投	jìnɡtóu
RECID=R2017103970004363	竞相	jìnɡxiānɡ
RECID=R2017103970004364	竞销	jìnɡxiāo
RECID=R2017103970004365	竞展	jìnɡzhǎn
RECID=R2017103970004366	竞争机制	jìnɡzhēnɡjīzhì
RECID=R2017103970004367	敬老节	JìnɡlǎoJié
RECID=R2017103970004368	敬老日	JìnɡlǎoRì
RECID=R2017103970004369	敬羡	jìnɡxiàn
RECID=R2017103970004370	镜像	jìnɡxiànɡ
RECID=R2017103970004372	囧	jiǒnɡ
RECID=R2017103970004373	囧吧	jiǒnɡbā
RECID=R2017103970004374	囧倒	jiǒnɡdǎo
RECID=R2017103970004375	囧剧	jiǒnɡjù
RECID=R2017103970004376	囧片	jiǒnɡpiàn
RECID=R2017103970004377	囧事	jiǒnɡshì
RECID=R2017103970004378	窘照	jiǒnɡzhào
RECID=R2017103970004380	纠结	jiūjié
RECID=R2017103970004381	纠偏学校	jiūpiānxuéxiào
RECID=R2017103970004382	纠剽猎手	jiūpiāolièshǒu
RECID=R2017103970004383	赳赳体	jiūjiūtǐ
RECID=R2017103970004384	韭菜姑娘	jiǔcàiɡūniɑnɡ
RECID=R2017103970004385	酒店试睡员	jiǔdiànshìshuì-yuán
RECID=R2017103970004386	酒度	jiǔdù
RECID=R2017103970004387	酒民	jiǔmín
RECID=R2017103970004388	酒女	jiǔnǚ
RECID=R2017103970004389	救困	jiùkùn
RECID=R2017103970004390	救市	jiùshì
RECID=R2017103970004391	救市派	jiùshìpài
RECID=R2017103970004392	救援	jiùyuán
RECID=R2017103970004393	救援队	jiùyuánduì
RECID=R2017103970004394	救助站	jiùzhùzhàn
RECID=R2017103970004395	就书	jiùshū
RECID=R2017103970004396	就业逆流	jiùyènìliú
RECID=R2017103970004398	居家办公	jūjiābànɡōnɡ
RECID=R2017103970004399	居住小区	jūzhùxiǎoqū
RECID=R2017103970004400	局域网	júyùwǎnɡ
RECID=R2017103970004401	菊花文	júhuāwén
RECID=R2017103970004402	焗油	júyóu
RECID=R2017103970004403	橘农	júnónɡ
RECID=R2017103970004404	举坛	jǔtán
RECID=R2017103970004405	举协	jǔxié
RECID=R2017103970004406	举展	jǔzhǎn
RECID=R2017103970004407	举证	jǔzhènɡ
RECID=R2017103970004408	举证责任倒置	jǔzhènɡzérèndàozhì
RECID=R2017103970004409	巨额财产来源不明罪	jù’é-cái-chǎn- láiyuán-bùmínɡzuì
RECID=R2017103970004410	巨奖销售	jùjiǎnɡxiāoshòu
RECID=R2017103970004411	巨亏	jùkuī
RECID=R2017103970004412	巨片	jùpiàn
RECID=R2017103970004413	巨腕	jùwàn
RECID=R2017103970004414	巨无霸	jùwúbà
RECID=R2017103970004415	巨型光棍节	jùxínɡɡuānɡɡùn-jié
RECID=R2017103970004416	巨子	jùzǐ
RECID=R2017103970004417	拒保	jùbǎo
RECID=R2017103970004418	拒报	jùbào
RECID=R2017103970004419	拒斥	jùchì
RECID=R2017103970004420	拒电族	jùdiànzú
RECID=R2017103970004421	拒黄	jùhuánɡ
RECID=R2017103970004422	拒贿	jùhuì
RECID=R2017103970004423	拒赔	jùpéi
RECID=R2017103970004424	拒聘	jùpìn
RECID=R2017103970004425	拒载	jùzǎi
RECID=R2017103970004426	具象	jùxiànɡ
RECID=R2017103970004427	剧二代	jù’èrdài
RECID=R2017103970004428	聚氨酯	jù’ānzhǐ
RECID=R2017103970004429	聚财	jùcái
RECID=R2017103970004430	聚焦	jùjiāo
RECID=R2017103970004432	捐建	juānjiàn
RECID=R2017103970004433	捐精	juānjīnɡ
RECID=R2017103970004434	捐资	juānzī
RECID=R2017103970004435	捐资生	juānzīshēnɡ
RECID=R2017103970004437	决标	juébiāo
RECID=R2017103970004438	决选	juéxuǎn
RECID=R2017103970004439	角色	juésè
RECID=R2017103970004440	角色消费	juésèxiāofèi
RECID=R2017103970004441	角色行为	juésèxínɡwéi
RECID=R2017103970004442	绝产	juéchǎn
RECID=R2017103970004443	绝水	juéshuǐ
RECID=R2017103970004444	掘获	juéhuò
RECID=R2017103970004446	军哥	jūnɡē
RECID=R2017103970004447	军购	jūnɡòu
RECID=R2017103970004448	军购案	jūnɡòu’àn
RECID=R2017103970004449	军魂	jūnhún
RECID=R2017103970004450	军姐	jūnjiě
RECID=R2017103970004451	军控	jūnkònɡ
RECID=R2017103970004452	军贸	jūnmào
RECID=R2017103970004453	军售	jūnshòu
RECID=R2017103970004454	均线	jūnxiàn
RECID=R2017103970004455	俊男	jùnnán
RECID=R2017103970004456	俊男靓女	jùnnánliànɡnǚ
RECID=R2017103970004457	俊男倩女	jùnnánqiànnǚ
RECID=R2017103970004458	俊星	jùnxīnɡ
RECID=R2017103970004461	咖吧	kābā
RECID=R2017103970004462	咖啡吧	kāfēibā
RECID=R2017103970004463	咖啡病	kāfēibìnɡ
RECID=R2017103970004464	咖啡剧	kāfēijù
RECID=R2017103970004465	咖啡汽车	kāfēiqìchē
RECID=R2017103970004466	卡巴迪	kǎbādí
RECID=R2017103970004467	卡丁车	kǎdīnɡchē
RECID=R2017103970004468	卡民	kǎmín
RECID=R2017103970004469	卡佩罗指数	kǎpèiluózhǐshù
RECID=R2017103970004470	卡曲	kǎqū
RECID=R2017103970004471	卡市	kǎshì
RECID=R2017103970004472	卡哇伊	kǎwāyi
RECID=R2017103970004473	卡友	kǎyǒu
RECID=R2017103970004474	卡债	kǎzhài
RECID=R2017103970004476	开大处方	kāidàchǔfānɡ
RECID=R2017103970004477	开赌	kāidǔ
RECID=R2017103970004478	开发区	kāifāqū
RECID=R2017103970004479	开发商	kāifāshānɡ
RECID=R2017103970004480	开放式基金	kāifànɡshìjījīn
RECID=R2017103970004481	开红灯	kāihónɡdēnɡ
RECID=R2017103970004482	开机	kāijī
RECID=R2017103970004483	开建	kāijiàn
RECID=R2017103970004484	开桨	kāijiǎnɡ
RECID=R2017103970004485	开解	kāijiě
RECID=R2017103970004486	开领	kāilǐnɡ
RECID=R2017103970004487	开锣	kāiluó
RECID=R2017103970004488	开盲	kāimánɡ
RECID=R2017103970004489	开盘	kāipán
RECID=R2017103970004490	开票公司	kāipiàoɡōnɡsī
RECID=R2017103970004491	开心果	kāixīnɡuǒ
RECID=R2017103970004492	开营	kāiyínɡ
RECID=R2017103970004493	开展	kāizhǎn
RECID=R2017103970004494	开诊	kāizhěn
RECID=R2017103970004495	慨赠	kǎizènɡ
RECID=R2017103970004497	刊播	kānbō
RECID=R2017103970004498	侃	kǎn
RECID=R2017103970004499	侃大山	kǎndàshān
RECID=R2017103970004500	侃价	kǎnjià
RECID=R2017103970004501	侃派	kǎnpài
RECID=R2017103970004502	侃山	kǎnshān
RECID=R2017103970004503	侃谈	kǎntán
RECID=R2017103970004504	侃爷	kǎnyé
RECID=R2017103970004505	侃友	kǎnyǒu
RECID=R2017103970004506	砍大山	kǎndàshān
RECID=R2017103970004507	砍价	kǎnjià
RECID=R2017103970004508	看淡	kàndàn
RECID=R2017103970004509	看点	kàndiǎn
RECID=R2017103970004510	看好	kànhǎo
RECID=R2017103970004511	看俏	kànqiào
RECID=R2017103970004512	看旺	kànwànɡ
RECID=R2017103970004513	看秀	kànxiù
RECID=R2017103970004515	康复车	kānɡfùchē
RECID=R2017103970004516	康复工程	kānɡfùɡōnɡchénɡ
RECID=R2017103970004517	康复旅游	kānɡfùlǚyóu
RECID=R2017103970004518	康复训练	kānɡfùxùnliàn
RECID=R2017103970004519	康复中心	kānɡfùzhōnɡxīn
RECID=R2017103970004520	扛包团	kánɡbāotuán
RECID=R2017103970004521	抗癌明星	kànɡ’áimínɡxīnɡ
RECID=R2017103970004522	抗典	kànɡdiǎn
RECID=R2017103970004523	抗非	kànɡfēi
RECID=R2017103970004524	抗假	kànɡjiǎ
RECID=R2017103970004525	抗奶	kànɡnǎi
RECID=R2017103970004526	抗译性	kànɡyìxìnɡ
RECID=R2017103970004527	抗疫	kànɡyì
RECID=R2017103970004529	考博	kǎobó
RECID=R2017103970004530	考场综合征	kǎochǎnɡzōnɡhé-zhēnɡ
RECID=R2017103970004531	考德	kǎodé
RECID=R2017103970004532	考爹	kǎodiē
RECID=R2017103970004533	考G	kǎoG
RECID=R2017103970004534	考公	kǎoɡōnɡ
RECID=R2017103970004535	考级	kǎojí
RECID=R2017103970004536	考籍	kǎojí
RECID=R2017103970004537	考季	kǎojì
RECID=R2017103970004538	考寄	kǎojì
RECID=R2017103970004539	考经	kǎojīnɡ
RECID=R2017103970004540	考拉族	kǎolāzú
RECID=R2017103970004541	考廉	kǎolián
RECID=R2017103970004542	考能	kǎonénɡ
RECID=R2017103970004543	考奴	kǎonú
RECID=R2017103970004544	考聘	kǎopìn
RECID=R2017103970004545	考勤机	kǎoqínjī
RECID=R2017103970004546	考神	kǎoshén
RECID=R2017103970004547	考试诚信档案	kǎoshìchénɡ-xìndànɡ’àn
RECID=R2017103970004548	考室	kǎoshì
RECID=R2017103970004549	考硕	kǎoshuò
RECID=R2017103970004550	考T	kǎoT
RECID=R2017103970004551	考托	kǎotuō
RECID=R2017103970004552	考碗族	kǎowǎnzú
RECID=R2017103970004553	考委	kǎowěi
RECID=R2017103970004554	考位	kǎowèi
RECID=R2017103970004555	考务	kǎowù
RECID=R2017103970004556	考研	kǎoyán
RECID=R2017103970004557	拷	kǎo
RECID=R2017103970004558	烤串	kǎochuàn
RECID=R2017103970004559	烤瓷牙	kǎocíyá
RECID=R2017103970004560	烤晒	kǎoshài
RECID=R2017103970004561	靠泊	kàobó
RECID=R2017103970004563	苛苦	kēkǔ
RECID=R2017103970004564	科博会	Kēbóhuì
RECID=R2017103970004565	科工贸	kē-ɡōnɡ-mào
RECID=R2017103970004566	科技奥运	kējì&#xC0;oyùn
RECID=R2017103970004567	科技白皮书	kējìbáipíshū
RECID=R2017103970004568	科技茶馆	kējìcháɡuǎn
RECID=R2017103970004569	科技承包	kējìchénɡbāo
RECID=R2017103970004570	科技城	kējìchénɡ
RECID=R2017103970004571	科技扶贫	kējìfúpín
RECID=R2017103970004572	科技市场	kējìshìchǎnɡ
RECID=R2017103970004573	科技特区	kējìtèqū
RECID=R2017103970004574	科技兴农	kējìxīnɡnónɡ
RECID=R2017103970004575	科技银行	kējìyínhánɡ
RECID=R2017103970004576	科技周	kējìzhōu
RECID=R2017103970004577	科教兴国	kējiàoxīnɡɡuó
RECID=R2017103970004578	科考	kēkǎo
RECID=R2017103970004579	科企	kēqǐ
RECID=R2017103970004580	科坛	kētán
RECID=R2017103970004581	科星	kēxīnɡ
RECID=R2017103970004582	科学公园	kēxuéɡōnɡyuán
RECID=R2017103970004583	瞌睡哥	kēshuìɡē
RECID=R2017103970004584	可操作性	kěcāozuòxìnɡ
RECID=R2017103970004585	可撤销婚姻	kěchèxiāohūnyīn
